frame_id,point_id,x,y,z,doppler,snr,noise,timestamp
1,1,0.9359,1.1598,0.1783,0,299,645,21
1,2,3.2031,2.4488,-1.5375,0,206,560,21
2,1,0.9359,1.0204,0.5793,0,354,632,55
2,2,3.2031,2.4488,-1.5375,0,230,543,55
3,1,0.8913,1.034,0.6239,0,354,643,88
3,2,0.9526,1.246,0.8467,0,182,642,88
3,3,3.0749,2.6793,-1.4094,0,232,541,88
4,1,0.8913,1.034,0.6239,0,365,640,121
4,2,1.0027,1.3115,0.8913,0,199,626,121
4,3,3.2031,2.4488,-1.5375,0,232,546,121
5,1,0.9359,1.0204,0.5793,0,337,653,155
5,2,3.0749,2.6793,-1.4094,0,233,541,155
6,1,0.9804,0.9777,0.5793,0,309,657,188
6,2,1.0027,1.1808,1.0584,0,246,620,188
6,3,3.0749,2.6793,-1.4094,0,215,558,188
7,1,0.9359,0.9644,0.6685,0,322,631,222
7,2,0.9526,1.2046,0.7019,0,276,613,222
7,3,0.8913,1.267,1.0584,0,198,628,222
7,4,3.0749,2.6793,-1.4094,0,229,544,222
8,1,0.9359,0.9644,0.6685,0,312,650,255
8,2,0.9024,1.1804,0.8022,0,283,624,255
8,3,3.2031,2.4488,-1.5375,0,218,552,255
9,1,0.8913,1.0057,0.6685,0,346,631,289
9,2,0.8523,1.1825,0.8523,0,302,612,289
9,3,3.2031,2.4488,-1.5375,0,238,530,289
10,1,0.8467,1.0435,0.6685,0,333,652,321
10,2,3.2031,2.4488,-1.5375,0,206,566,321
11,1,0.8022,1.0782,0.6685,0,339,651,356
11,2,1.0584,1.1808,1.0027,0,244,615,356
11,3,3.0749,2.6793,-1.4094,0,236,535,356
12,1,0.8467,1.0708,0.6239,0,336,649,388
12,2,1.0027,1.2285,1.0027,0,255,618,388
12,3,3.0749,2.6793,-1.4094,0,213,556,388
13,1,0.8467,1.0708,0.6239,0,318,649,421
13,2,0.947,1.2259,1.0584,0,241,629,421
13,3,3.2031,2.4488,-1.5375,0,243,530,421
14,1,0.8913,1.034,0.6239,0,315,635,455
14,2,0.947,1.2259,1.0584,0,242,620,455
14,3,3.0749,2.6793,-1.4094,0,230,538,455
15,1,0.8913,1.0057,0.6685,0,310,637,489
15,2,0.947,1.2259,1.0584,0,252,616,489
15,3,3.0749,2.6793,-1.4094,0,215,560,489
16,1,0.8913,1.0057,0.6685,0,325,630,521
16,2,0.947,1.2259,1.0584,0,271,603,521
16,3,3.2031,2.4488,-1.5375,0,229,540,521
17,1,0.8913,1.0057,0.6685,0,317,649,555
17,2,0.947,1.2259,1.0584,0,254,617,555
17,3,3.2031,2.4488,-1.5375,0,215,553,555
18,1,0.8913,1.034,0.6239,0,315,659,588
18,2,0.947,1.2719,1.0027,0,267,608,588
18,3,3.0749,2.6793,-1.4094,0,227,543,588
19,1,0.9359,1.0204,0.5793,0,319,660,621
