frame_id,point_id,x,y,z,doppler,snr,noise,timestamp
2,1,0.0863,0.4219,-0.3624,0,193,768,66
2,2,0.1266,0.8715,-0.5379,0,192,679,66
2,3,-3.0432,2.6909,1.4554,0,208,577,66
2,4,-3.9636,2.4892,1.6769,0,248,660,66
2,5,-1.6769,2.7168,3.8112,0,248,660,66
2,6,-5.1545,2.9374,-0.9204,0,153,824,66
2,7,-1.9732,8.197,-3.6645,0,173,715,66
3,1,0.0863,0.4219,-0.3624,0,203,757,99
3,2,0.1266,0.8715,-0.5379,0,181,686,99
3,3,-1.4209,1.8646,-0.6731,0,158,588,99
3,4,-2.9109,2.8976,1.3231,0,228,561,99
3,5,-3.9636,2.4892,1.6769,0,255,653,99
3,6,-1.6769,2.7168,3.8112,0,255,653,99
3,7,-5.1545,2.9374,-0.9204,0,151,825,99
3,8,-1.9732,8.197,-3.6645,0,166,723,99
4,1,0.069,0.4392,-0.3452,0,189,769,133
4,2,0.1266,0.8511,-0.5695,0,193,680,133
4,3,-3.0432,2.7584,1.3231,0,219,567,133
4,4,-3.9636,2.4892,1.6769,0,247,662,133
4,5,-1.6769,2.7168,3.8112,0,247,662,133
4,6,-1.8294,2.3794,3.9636,0,247,662,133
4,7,-5.1545,2.9374,-0.9204,0,153,823,133
4,8,-2.2321,8.1612,-3.3481,0,174,714,133
5,1,0.0863,0.4219,-0.3624,0,197,763,166
5,2,0.1266,0.8715,-0.5379,0,194,678,166
5,3,-3.0432,2.7584,1.3231,0,225,566,166
5,4,-3.9636,2.4892,1.6769,0,242,665,166
5,5,-1.6769,2.7168,3.8112,0,242,665,166
5,6,-5.1545,2.8732,-1.1045,0,155,822,166
5,7,-1.9732,8.197,-3.6645,0,181,706,166
6,1,0.0863,0.4219,-0.3624,0,199,761,200
6,2,0.1266,0.8715,-0.5379,0,191,679,200
6,3,-3.0432,2.7584,1.3231,0,209,582,200
6,4,-3.9636,2.4892,1.6769,0,249,659,200
6,5,-1.6769,2.7168,3.8112,0,249,659,200
6,6,-5.1545,2.9374,-0.9204,0,152,824,200
6,7,-1.9732,8.197,-3.6645,0,180,708,200
7,1,0.0863,0.4219,-0.3624,0,203,755,233
7,2,0.1582,0.8458,-0.5695,0,198,669,233
7,3,-3.0432,2.7584,1.3231,0,193,595,233
7,4,-3.9636,2.4892,1.6769,0,248,661,233
7,5,-1.8294,2.3794,3.9636,0,248,661,233
7,6,-5.1545,2.9374,-0.9204,0,152,825,233
7,7,-2.5111,8.1898,-3.0691,0,171,719,233
8,1,0.069,0.4251,-0.3624,0,196,761,266
8,2,0.1582,0.8458,-0.5695,0,200,671,266
8,3,-3.0432,2.7584,1.3231,0,197,591,266
8,4,-3.9636,2.4892,1.6769,0,252,657,266
8,5,-1.8294,2.3794,3.9636,0,252,657,266
8,6,-5.1545,2.9374,-0.9204,0,154,822,266
8,7,-1.9732,8.197,-3.6645,0,176,712,266
9,1,0.069,0.4251,-0.3624,0,202,761,300
9,2,0.0949,0.8755,-0.5379,0,189,683,300
9,3,-1.4209,1.8646,-0.6731,0,152,579,300
9,4,-3.0432,2.7584,1.3231,0,223,564,300
9,5,-3.9636,2.4892,1.6769,0,253,656,300
9,6,-1.8294,2.3794,3.9636,0,253,656,300
9,7,-5.1545,2.9374,-0.9204,0,150,826,300
9,8,-1.9732,8.197,-3.6645,0,170,719,300
10,1,0.0863,0.4219,-0.3624,0,204,755,333
10,2,0.1266,0.8715,-0.5379,0,198,675,333
10,3,-3.0432,2.6909,1.4554,0,213,573,333
10,4,-3.9636,2.4892,1.6769,0,247,661,333
10,5,-1.8294,2.3794,3.9636,0,247,661,333
10,6,-5.1545,2.9374,-0.9204,0,154,823,333
10,7,-1.9732,8.197,-3.6645,0,170,720,333
11,1,0.069,0.4251,-0.3624,0,196,765,366
11,2,0.1582,0.8458,-0.5695,0,188,683,366
11,3,-3.0432,2.6909,1.4554,0,206,581,366
11,4,-3.9636,2.4892,1.6769,0,259,650,366
11,5,-1.6769,2.7168,3.8112,0,259,650,366
11,6,-5.1545,2.9374,-0.9204,0,152,824,366
11,7,-1.9732,8.197,-3.6645,0,168,721,366
12,1,0.069,0.4251,-0.3624,0,205,752,400
12,2,0.1266,0.8715,-0.5379,0,192,681,400
12,3,-3.0432,2.6909,1.4554,0,204,586,400
12,4,-3.9636,2.4892,1.6769,0,236,673,400
12,5,-1.8294,2.3794,3.9636,0,236,673,400
12,6,-5.1545,2.8732,-1.1045,0,152,825,400
12,7,-1.9732,8.197,-3.6645,0,178,710,400
13,1,0.069,0.4392,-0.3452,0,204,756,433
13,2,0.1582,0.8458,-0.5695,0,194,676,433
13,3,-2.9109,2.8976,1.3231,0,213,575,433
13,4,-3.9636,2.4892,1.6769,0,243,666,433
13,5,-1.8294,2.3794,3.9636,0,243,666,433
13,6,-1.9732,8.197,-3.6645,0,168,720,433
14,1,0.069,0.4251,-0.3624,0,199,761,466
14,2,0.1582,0.8458,-0.5695,0,188,683,466
14,3,-3.0432,2.7584,1.3231,0,194,594,466
14,4,-3.9636,2.4892,1.6769,0,237,672,466
14,5,-1.6769,2.4892,3.9636,0,237,672,466
14,6,-5.1545,2.9374,-0.9204,0,150,825,466
14,7,-1.9732,8.197,-3.6645,0,169,719,466
15,1,0.069,0.4392,-0.3452,0,198,760,500
15,2,0.1266,0.8715,-0.5379,0,202,670,500
15,3,-3.0432,2.7584,1.3231,0,206,582,500
15,4,-3.9636,2.4892,1.6769,0,251,657,500
15,5,-1.6769,2.7168,3.8112,0,251,657,500
15,6,-5.1545,2.8732,-1.1045,0,152,825,500
15,7,-5.1545,2.9374,-0.9204,0,152,825,500
15,8,-1.9732,8.197,-3.6645,0,176,712,500
16,1,0.0863,0.4219,-0.3624,0,201,758,533
16,2,0.1266,0.8715,-0.5379,0,190,679,533
16,3,-3.0432,2.6909,1.4554,0,196,593,533
16,4,-3.9636,2.4892,1.6769,0,243,666,533
16,5,-1.8294,2.3794,3.9636,0,243,666,533
16,6,-5.1545,2.9374,-0.9204,0,151,825,533
16,7,-1.9732,8.197,-3.6645,0,175,713,533
17,1,0.069,0.4392,-0.3452,0,196,765,567
17,2,0.1266,0.8715,-0.5379,0,183,685,567
17,3,-3.0432,2.6909,1.4554,0,205,581,567
17,4,-3.9636,2.4892,1.6769,0,241,667,567
17,5,-1.6769,2.4892,3.9636,0,241,667,567
17,6,-5.1545,2.9374,-0.9204,0,151,825,567
17,7,-1.9732,8.197,-3.6645,0,166,722,567
18,1,0.069,0.4392,-0.3452,0,196,762,601
18,2,0.1582,0.8458,-0.5695,0,191,678,601
18,3,-3.0432,2.6909,1.4554,0,213,574,601
18,4,-3.9636,2.4892,1.6769,0,240,669,601
18,5,-1.6769,2.4892,3.9636,0,240,669,601
18,6,-5.1545,2.8732,-1.1045,0,151,825,601
18,7,-1.9732,8.197,-3.6645,0,172,716,601
19,1,0.069,0.4392,-0.3452,0,195,766,633
19,2,0.1266,0.8715,-0.5379,0,197,672,633
19,3,-3.0432,2.6909,1.4554,0,222,562,633
19,4,-3.9636,2.4892,1.6769,0,255,653,633
19,5,-1.6769,2.7168,3.8112,0,255,653,633
19,6,-1.8294,2.3794,3.9636,0,255,653,633
19,7,-5.1545,2.8732,-1.1045,0,153,824,633
19,8,-1.9732,8.197,-3.6645,0,174,715,633
20,1,0.0863,0.4219,-0.3624,0,191,769,666
20,2,0.0949,0.8755,-0.5379,0,182,686,666
20,3,-3.0432,2.7584,1.3231,0,215,572,666
20,4,-3.9636,2.4892,1.6769,0,249,659,666
20,5,-1.6769,2.7168,3.8112,0,249,659,666
20,6,-5.1545,2.9374,-0.9204,0,155,822,666
20,7,-1.9732,8.197,-3.6645,0,180,708,666
21,1,0.069,0.4392,-0.3452,0,201,759,700
21,2,0.1582,0.8458,-0.5695,0,198,676,700
21,3,-3.0432,2.7584,1.3231,0,202,588,700
21,4,-3.9636,2.4892,1.6769,0,243,666,700
21,5,-1.8294,2.3794,3.9636,0,243,666,700
21,6,-5.1545,2.9374,-0.9204,0,151,825,700
21,7,-1.9732,8.197,-3.6645,0,177,711,700
22,1,0.0863,0.4219,-0.3624,0,198,763,733
22,2,0.1266,0.8715,-0.5379,0,191,681,733
22,3,-3.0432,2.7584,1.3231,0,217,577,733
22,4,-3.9636,2.4892,1.6769,0,238,671,733
22,5,-1.6769,2.4892,3.9636,0,238,671,733
22,6,-5.1545,2.9374,-0.9204,0,153,824,733
22,7,-1.9732,8.197,-3.6645,0,172,715,733
23,1,0.0863,0.4219,-0.3624,0,197,763,766
23,2,0.0949,0.8755,-0.5379,0,188,680,766
23,3,-3.0432,2.6909,1.4554,0,218,570,766
23,4,-3.9636,2.4892,1.6769,0,232,676,766
23,5,-1.6769,2.7168,3.8112,0,232,676,766
23,6,-5.1545,2.9374,-0.9204,0,151,826,766
23,7,-1.9732,8.197,-3.6645,0,173,714,766
24,1,0.0863,0.4219,-0.3624,0,197,765,800
24,2,0.1266,0.8715,-0.5379,0,185,682,800
24,3,-3.0432,2.7584,1.3231,0,204,586,800
24,4,-3.9636,2.4892,1.6769,0,250,660,800
24,5,-1.8294,2.3794,3.9636,0,250,660,800
24,6,-5.1545,2.9374,-0.9204,0,150,826,800
24,7,-1.9732,8.197,-3.6645,0,175,712,800
25,1,0.0863,0.4219,-0.3624,0,198,764,833
25,2,0.1266,0.8511,-0.5695,0,203,668,833
25,3,-3.0432,2.7584,1.3231,0,205,583,833
25,4,-3.9636,2.4892,1.6769,0,249,660,833
25,5,-1.8294,2.3794,3.9636,0,249,660,833
25,6,-4.97,3.1811,-1.1045,0,150,826,833
25,7,-1.9732,8.197,-3.6645,0,178,710,833
26,1,0.0863,0.4219,-0.3624,0,193,772,866
26,2,0.1266,0.8715,-0.5379,0,184,685,866
26,3,-3.1755,2.5334,1.4554,0,200,588,866
26,4,-3.9636,2.4892,1.6769,0,245,663,866
