frame_id,point_id,x,y,z,doppler,snr,noise
1,1,0.3285180628299713,1.1652638912200928,2.381756067276001,0.0,160,703
1,2,0.29566627740859985,1.7638477087020874,2.660996198654175,0.0,231,626
1,3,-2.409132719039917,2.5665156841278076,-0.5475301146507263,0.0,206,670
1,4,5.814770221710205,8.700010299682617,-0.9691283702850342,0.0,216,772
1,5,6.515608310699463,13.539101600646973,-1.8616023063659668,0.0,240,808
2,1,0.3285180628299713,1.1652638912200928,2.381756067276001,0.0,155,707
2,2,0.29566627740859985,1.7638477087020874,2.660996198654175,0.0,221,635
2,3,-2.299626350402832,2.6402149200439453,-0.6570361256599426,0.0,207,669
2,4,5.814770221710205,8.700010299682617,-0.9691283702850342,0.0,216,772
2,5,6.515608310699463,13.539101600646973,-1.8616023063659668,0.0,240,808
3,1,0.2463885396718979,1.0035371780395508,2.463885545730591,0.0,150,716
3,2,0.29566627740859985,1.7638477087020874,2.660996198654175,0.0,209,647
3,3,-2.299626350402832,2.6402149200439453,-0.6570361256599426,0.0,196,684
3,4,5.814770221710205,8.700010299682617,-0.9691283702850342,0.0,216,771
3,5,6.515608310699463,13.539101600646973,-1.8616023063659668,0.0,238,810
4,1,0.2463885396718979,1.0035371780395508,2.463885545730591,0.0,156,709
4,2,0.394221693277359,1.8862565755844116,2.562440872192383,0.0,218,638
4,3,-2.299626350402832,2.6402149200439453,-0.6570361256599426,0.0,206,674
4,4,5.814770221710205,8.700010299682617,-0.9691283702850342,0.0,216,771
4,5,6.515608310699463,13.539101600646973,-1.8616023063659668,0.0,238,810
5,1,0.3285180628299713,1.1652638912200928,2.381756067276001,0.0,154,710
5,2,0.4927770793437958,1.991460919380188,2.463885545730591,0.0,214,640
5,3,-2.299626350402832,2.6402149200439453,-0.6570361256599426,0.0,201,679
5,4,5.814770221710205,8.700010299682617,-0.9691283702850342,0.0,217,769
5,5,6.515608310699463,13.539101600646973,-1.8616023063659668,0.0,236,812
6,1,0.3285180628299713,1.1652638912200928,2.381756067276001,0.0,150,714
6,2,0.5913325548171997,2.188957929611206,2.2667746543884277,0.0,213,640
6,3,-2.1901204586029053,2.7317373752593994,-0.6570361256599426,0.0,201,676
6,4,5.814770221710205,8.700010299682617,-0.9691283702850342,0.0,219,767
6,5,6.515608310699463,13.539101600646973,-1.8616023063659668,0.0,234,814
7,1,0.2463885396718979,1.185351014137268,2.381756067276001,0.0,152,713
7,2,0.5913325548171997,2.188957929611206,2.2667746543884277,0.0,211,640
7,3,-2.1901204586029053,2.7317373752593994,-0.6570361256599426,0.0,199,675
7,4,1.8397011756896973,8.283047676086426,-1.051257848739624,0.0,151,869
7,5,5.814770221710205,8.700010299682617,-0.9691283702850342,0.0,222,765
7,6,6.515608310699463,13.539101600646973,-1.8616023063659668,0.0,232,816
8,1,0.2463885396718979,1.337735891342163,2.299626350402832,0.0,157,707
8,2,0.5913325548171997,2.188957929611206,2.2667746543884277,0.0,215,636
8,3,-2.1901204586029053,2.7317373752593994,-0.6570361256599426,0.0,197,674
8,4,1.8397011756896973,8.283047676086426,-1.051257848739624,0.0,152,867
8,5,5.814770221710205,8.700010299682617,-0.9691283702850342,0.0,219,768
8,6,6.515608310699463,13.539101600646973,-1.8616023063659668,0.0,233,815
9,1,0.2463885396718979,1.337735891342163,2.299626350402832,0.0,152,709
9,2,0.6898880004882812,2.2588398456573486,2.1682193279266357,0.0,211,638
9,3,-2.0806145668029785,2.788219690322876,-0.7665421962738037,0.0,194,676
9,4,1.8397011756896973,8.283047676086426,-1.051257848739624,0.0,150,870
9,5,5.814770221710205,8.700010299682617,-0.9691283702850342,0.0,218,768
9,6,6.515608310699463,13.539101600646973,-1.8616023063659668,0.0,234,814
10,1,0.3285180628299713,1.319969892501831,2.299626350402832,0.0,153,708
10,2,0.5913325548171997,2.188957929611206,2.2667746543884277,0.0,213,637
10,3,-2.0806145668029785,2.788219690322876,-0.7665421962738037,0.0,196,675
10,4,1.8397011756896973,8.283047676086426,-1.051257848739624,0.0,151,869
10,5,5.814770221710205,8.700010299682617,-0.9691283702850342,0.0,222,765
10,6,6.515608310699463,13.539101600646973,-1.8616023063659668,0.0,235,814
11,1,0.6898880004882812,2.1599223613739014,2.2667746543884277,0.0,214,640
11,2,-2.0806145668029785,2.755774736404419,-0.87604820728302,0.0,196,673
11,3,1.8397011756896973,8.283047676086426,-1.051257848739624,0.0,153,867
11,4,5.814770221710205,8.700010299682617,-0.9691283702850342,0.0,221,766
11,5,6.515608310699463,13.539101600646973,-1.8616023063659668,0.0,235,813
12,1,0.3285180628299713,1.1652638912200928,2.381756067276001,0.0,160,702
12,2,0.5913325548171997,2.0820703506469727,2.365330219268799,0.0,226,631
12,3,-2.0806145668029785,2.755774736404419,-0.87604820728302,0.0,199,671
12,4,1.576886773109436,8.33707332611084,-1.051257848739624,0.0,152,868
12,5,5.814770221710205,8.700010299682617,-0.9691283702850342,0.0,219,768
12,6,6.515608310699463,13.539101600646973,-1.8616023063659668,0.0,236,813
13,1,0.3285180628299713,1.1652638912200928,2.381756067276001,0.0,156,707
13,2,0.5913325548171997,2.0820703506469727,2.365330219268799,0.0,224,634
13,3,-2.1901204586029053,2.7030534744262695,-0.7665421962738037,0.0,194,674
13,4,5.814770221710205,8.700010299682617,-0.9691283702850342,0.0,218,769
13,5,6.515608310699463,13.539101600646973,-1.8616023063659668,0.0,237,811
14,1,0.2463885396718979,1.0035371780395508,2.463885545730591,0.0,157,708
14,2,0.4927770793437958,1.991460919380188,2.463885545730591,0.0,221,637
14,3,-2.1901204586029053,2.7030534744262695,-0.7665421962738037,0.0,191,676
14,4,5.814770221710205,8.700010299682617,-0.9691283702850342,0.0,219,768
14,5,6.515608310699463,13.539101600646973,-1.8616023063659668,0.0,236,812
15,1,0.2463885396718979,1.0035371780395508,2.463885545730591,0.0,154,712
15,2,0.4927770793437958,1.991460919380188,2.463885545730591,0.0,221,637
15,3,-2.299626350402832,2.6402149200439453,-0.6570361256599426,0.0,195,675
15,4,5.814770221710205,8.700010299682617,-0.9691283702850342,0.0,217,771
15,5,6.515608310699463,13.539101600646973,-1.8616023063659668,0.0,236,812
16,1,0.3285180628299713,1.1652638912200928,2.381756067276001,0.0,160,706
16,2,0.4927770793437958,1.991460919380188,2.463885545730591,0.0,223,638
16,3,-2.299626350402832,2.6402149200439453,-0.6570361256599426,0.0,191,680
16,4,5.814770221710205,8.700010299682617,-0.9691283702850342,0.0,216,771
16,5,6.515608310699463,13.539101600646973,-1.8616023063659668,0.0,238,810
17,1,0.3285180628299713,1.1652638912200928,2.381756067276001,0.0,152,712
17,2,0.4927770793437958,1.991460919380188,2.463885545730591,0.0,221,639
17,3,-2.299626350402832,2.6402149200439453,-0.6570361256599426,0.0,197,674
17,4,5.814770221710205,8.700010299682617,-0.9691283702850342,0.0,216,771
17,5,6.515608310699463,13.539101600646973,-1.8616023063659668,0.0,238,810
18,1,0.3285180628299713,1.1652638912200928,2.381756067276001,0.0,155,708
18,2,0.4927770793437958,1.991460919380188,2.463885545730591,0.0,226,635
18,3,-2.299626350402832,2.6402149200439453,-0.6570361256599426,0.0,199,674
18,4,5.814770221710205,8.700010299682617,-0.9691283702850342,0.0,218,769
18,5,6.515608310699463,13.539101600646973,-1.8616023063659668,0.0,237,810
19,1,0.4927770793437958,1.991460919380188,2.463885545730591,0.0,220,641
19,2,-2.299626350402832,2.6402149200439453,-0.6570361256599426,0.0,195,676
19,3,5.814770221710205,8.700010299682617,-0.9691283702850342,0.0,215,771
19,4,6.515608310699463,13.539101600646973,-1.8616023063659668,0.0,238,810
20,1,0.5913325548171997,2.0820703506469727,2.365330219268799,0.0,217,642
20,2,0.4927770793437958,1.991460919380188,2.463885545730591,0.0,217,642
20,3,-2.299626350402832,2.6402149200439453,-0.6570361256599426,0.0,194,677
20,4,5.814770221710205,8.700010299682617,-0.9691283702850342,0.0,217,769
20,5,6.515608310699463,13.539101600646973,-1.8616023063659668,0.0,237,811
21,1,0.3285180628299713,1.1652638912200928,2.381756067276001,0.0,156,700
21,2,0.4927770793437958,1.991460919380188,2.463885545730591,0.0,233,625
