frame_id,point_id,x,y,z,doppler,snr,noise,timestamp
1,1,0.2848,0.6439,-0.466,0,256,663,66
1,2,0.0777,1.2963,2.1745,0,297,657,66
1,3,0.0805,1.471,2.1745,0,302,652,66
1,4,1.2081,1.5166,-1.7718,0,302,652,66
1,5,0.2071,1.531,3.0029,0,183,828,66
2,1,0.2848,0.6439,-0.466,0,245,672,99
2,2,0.0777,1.2963,2.1745,0,302,653,99
2,3,0.3106,1.7034,2.8994,0,184,827,99
3,1,0.2589,0.6547,-0.466,0,237,674,132
3,2,0.0805,1.471,2.1745,0,300,654,132
3,3,1.2081,1.5166,-1.7718,0,300,654,132
3,4,0.3106,1.7034,2.8994,0,184,826,132
4,1,0.233,0.6818,-0.4401,0,257,659,166
4,2,0.0777,1.2963,2.1745,0,296,658,166
4,3,0.0805,1.471,2.1745,0,298,656,166
4,4,1.2081,1.5166,-1.7718,0,298,656,166
4,5,0.3106,1.7034,2.8994,0,187,824,166
5,1,0.2848,0.6439,-0.466,0,254,659,199
5,2,-0.0518,0.327,-0.7766,0,254,659,199
5,3,0.0805,1.471,2.1745,0,319,636,199
5,4,1.2081,1.5166,-1.7718,0,319,636,199
5,5,0.2071,1.531,3.0029,0,191,820,199
6,1,-0.0173,0.469,-0.3106,0,166,703,232
6,2,0.3106,0.6318,-0.466,0,270,651,232
6,3,0.0777,1.2963,2.1745,0,303,651,232
6,4,0.0805,1.471,2.1745,0,307,646,232
6,5,1.2081,1.5166,-1.7718,0,307,646,232
6,6,0.3106,1.7034,2.8994,0,183,827,232
7,1,0.2589,0.6355,-0.4919,0,237,665,266
7,2,0.0805,1.471,2.1745,0,308,647,266
7,3,1.2081,1.5166,-1.7718,0,308,647,266
7,4,0.3106,1.7034,2.8994,0,187,823,266
8,1,-0.0518,0.4877,-0.2761,0,152,709,299
8,2,0.2589,0.6547,-0.466,0,267,651,299
8,3,0.0777,1.2963,2.1745,0,301,653,299
8,4,0.3106,1.7034,2.8994,0,183,828,299
9,1,0.3365,0.598,-0.4919,0,276,653,332
9,2,0.0805,1.471,2.1745,0,306,649,332
9,3,1.2081,1.5166,-1.7718,0,306,649,332
9,4,-1.2483,1.7464,1.9617,0,200,666,332
9,5,0.3106,1.7034,2.8994,0,191,820,332
10,1,0.233,0.6818,-0.4401,0,245,671,366
10,2,0.0805,1.471,2.1745,0,288,666,366
10,3,1.2081,1.5166,-1.7718,0,288,666,366
10,4,0.2071,1.531,3.0029,0,185,825,366
11,1,0.3106,0.6318,-0.466,0,263,663,399
11,2,0.0805,1.471,2.1745,0,330,625,399
